1,271.908263305,786.324929972,66.3676470588,639.726014194,220.576579613,301.166164788
1,244.883107089,794.662895928,114.875565611,634.13918975,191.50578266,255.816273256
1,278.881263617,811.279956427,113.091503268,610.633245776,190.604830948,230.907710378
1,185.820261438,789.107843137,134.086056645,654.932268233,211.933850009,266.928103466
1,453.11328976,755.261437908,-15.4836601307,665.534428411,265.125419934,203.580505118
1,281.896446078,780.640318627,-13.9681372549,669.670339543,234.139964984,233.097277754
1,229.087081892,807.228373702,12.2883506344,650.24867475,219.28898363,235.200287449
0,110.850490196,938.149019608,-304.580882353,271.290029485,242.178046537,409.225487159
0,-32.168767507,900.846638655,-288.99789916,234.716728859,183.692345352,361.6035685
0,220.267973856,943.695424837,-361.406535948,177.793237722,210.246257834,247.620832239
0,33.0,897.631535948,-376.233660131,238.565436139,208.44621025,327.14629302
0,69.1426024955,871.550802139,-370.362745098,242.323418598,230.412947134,386.763359233
0,-902.85928489,298.882352941,359.931372549,178.66207828,178.49575223,202.836379355
0,1.07598039216,871.53247549,-385.923406863,269.71961951,212.350062845,308.006914617
0,286.652734778,238.589267286,741.143962848,582.697049983,171.577833865,531.224110076
0,77.3385620915,165.899346405,619.682352941,683.875676039,153.83873336,568.739679716
0,207.88057041,264.999108734,634.128342246,668.469914607,202.655598104,490.302599932
0,241.025490196,154.468627451,625.614705882,686.853904134,135.460319044,519.222576456
0,161.332352941,193.488235294,732.651960784,595.914745294,150.103849211,567.895422786
0,150.775163399,219.705228758,700.649019608,615.594974783,171.501279666,588.296083098
0,92.4112200436,182.698801743,669.278867102,621.648112766,157.391703677,611.711517839
0,144.699142157,156.316789216,651.99754902,642.087030285,141.733947158,597.765051142
