1,110.850490196,938.149019608,-304.580882353,271.290029485,242.178046537,409.225487159
1,-32.168767507,900.846638655,-288.99789916,234.716728859,183.692345352,361.6035685
1,220.267973856,943.695424837,-361.406535948,177.793237722,210.246257834,247.620832239
1,33.0,897.631535948,-376.233660131,238.565436139,208.44621025,327.14629302
1,69.1426024955,871.550802139,-370.362745098,242.323418598,230.412947134,386.763359233
1,-902.85928489,298.882352941,359.931372549,178.66207828,178.49575223,202.836379355
1,1.07598039216,871.53247549,-385.923406863,269.71961951,212.350062845,308.006914617
0,286.652734778,238.589267286,741.143962848,582.697049983,171.577833865,531.224110076
0,241.025490196,154.468627451,625.614705882,686.853904134,135.460319044,519.222576456
0,747.956327986,95.0632798574,-384.101604278,590.587728703,239.8500618,383.590933074
0,855.598793363,500.568627451,-43.2028657617,305.399146086,280.088403485,152.508018307
0,22.1591695502,-256.218569781,-959.295847751,223.480090107,95.8820707383,81.1328073468
0,161.332352941,193.488235294,732.651960784,595.914745294,150.103849211,567.895422786
0,-759.210784314,-44.4087009804,166.732230392,484.403906152,442.770669127,200.905496124
0,-826.626559715,27.5837789661,180.555258467,287.54169585,454.304611138,239.437254449
0,425.388888889,904.33251634,-179.089052288,258.257317862,257.338729983,368.134865008
0,927.198529412,241.080882353,-162.156045752,424.271307981,149.274254641,238.537639011
